#_Bundle,#_Iteration,#_Agents,#_Attackers,Linar_Speed,Field_Len,Pzone_Len,Sim_Time,defense_time,Result
6,7,60,40,0.5,100,20,300,46.2,0
6,8,60,40,0.5,100,20,300,51.2,0
6,9,60,40,0.5,100,20,300,48.2,0
6,10,60,40,0.5,100,20,300,56.1,1
6,11,60,40,0.5,100,20,300,49.3,0
6,12,60,40,0.5,100,20,300,60.6,1
6,13,60,40,0.5,100,20,300,46.9,0
6,14,60,40,0.5,100,20,300,58.4,0
6,15,60,40,0.5,100,20,300,51.8,1
6,16,60,40,0.5,100,20,300,53.2,1
6,17,60,40,0.5,100,20,300,48.6,0
6,18,60,40,0.5,100,20,300,47.9,0
6,19,60,40,0.5,100,20,300,46.8,1
6,20,60,40,0.5,100,20,300,57.8,1
6,21,60,40,0.5,100,20,300,41.7,0
6,22,60,40,0.5,100,20,300,41.1,0
6,23,60,40,0.5,100,20,300,53.3,1
6,24,60,40,0.5,100,20,300,39.9,0
6,25,60,40,0.5,100,20,300,55.6,0
7,1,70,40,0.5,100,20,300,57,0
7,2,70,40,0.5,100,20,300,55.9,1
7,3,70,40,0.5,100,20,300,46,0
7,4,70,40,0.5,100,20,300,55.6,1
7,5,70,40,0.5,100,20,300,62,1
7,6,70,40,0.5,100,20,300,49.3,1
7,7,70,40,0.5,100,20,300,48,0
7,8,70,40,0.5,100,20,300,54,1
7,9,70,40,0.5,100,20,300,46,1
7,10,70,40,0.5,100,20,300,49.9,1
7,11,70,40,0.5,100,20,300,54.6,1
7,12,70,40,0.5,100,20,300,51.2,1
7,13,70,40,0.5,100,20,300,51.9,1
7,14,70,40,0.5,100,20,300,55.4,1
7,15,70,40,0.5,100,20,300,53.2,1
7,16,70,40,0.5,100,20,300,45.7,0
7,17,70,40,0.5,100,20,300,48.9,0
7,18,70,40,0.5,100,20,300,49.4,1
7,19,70,40,0.5,100,20,300,69,1
7,20,70,40,0.5,100,20,300,56.6,0
7,21,70,40,0.5,100,20,300,50.9,0
7,22,70,40,0.5,100,20,300,53.5,1
7,23,70,40,0.5,100,20,300,43.9,0
7,24,70,40,0.5,100,20,300,53.7,0
7,25,70,40,0.5,100,20,300,47.9,1
8,1,80,40,0.5,100,20,300,49.3,1
8,2,80,40,0.5,100,20,300,57.1,1
8,3,80,40,0.5,100,20,300,54.2,1
8,4,80,40,0.5,100,20,300,59.2,1
8,5,80,40,0.5,100,20,300,51.8,1
8,6,80,40,0.5,100,20,300,64.4,0
8,7,80,40,0.5,100,20,300,50,1
8,8,80,40,0.5,100,20,300,52.8,1
8,9,80,40,0.5,100,20,300,52.2,1
8,10,80,40,0.5,100,20,300,50.4,0
8,11,80,40,0.5,100,20,300,49.3,1
8,12,80,40,0.5,100,20,300,53.2,1
8,13,80,40,0.5,100,20,300,48.7,1
8,14,80,40,0.5,100,20,300,62.8,1
8,15,80,40,0.5,100,20,300,47.5,1
8,16,80,40,0.5,100,20,300,49.2,0
8,17,80,40,0.5,100,20,300,57.1,1
8,18,80,40,0.5,100,20,300,51,1
8,19,80,40,0.5,100,20,300,77.1,1
8,20,80,40,0.5,100,20,300,52.7,1
8,21,80,40,0.5,100,20,300,50.5,1
8,22,80,40,0.5,100,20,300,49,1
8,23,80,40,0.5,100,20,300,63,0
8,24,80,40,0.5,100,20,300,45.5,0
8,25,80,40,0.5,100,20,300,48.7,1
9,1,10,40,0.55,100,20,300,42.2,0
9,2,10,40,0.55,100,20,300,40.1,0
9,3,10,40,0.55,100,20,300,40.1,0
9,4,10,40,0.55,100,20,300,39.6,0
9,5,10,40,0.55,100,20,300,43.7,0
9,6,10,40,0.55,100,20,300,43.8,0
9,7,10,40,0.55,100,20,300,41,0
9,8,10,40,0.55,100,20,300,40.2,0
9,9,10,40,0.55,100,20,300,40,0
9,10,10,40,0.55,100,20,300,40.1,0
9,11,10,40,0.55,100,20,300,41.5,0
9,12,10,40,0.55,100,20,300,41.3,0
9,13,10,40,0.55,100,20,300,43.5,0
9,14,10,40,0.55,100,20,300,42.7,0
9,15,10,40,0.55,100,20,300,40,0
9,16,10,40,0.55,100,20,300,45.7,0
9,17,10,40,0.55,100,20,300,43.4,0
9,18,10,40,0.55,100,20,300,40.2,0
9,19,10,40,0.55,100,20,300,41,0
9,20,10,40,0.55,100,20,300,41.3,0
9,21,10,40,0.55,100,20,300,43.6,0
9,22,10,40,0.55,100,20,300,43.9,0
9,23,10,40,0.55,100,20,300,46.8,0
9,24,10,40,0.55,100,20,300,45.2,0
9,25,10,40,0.55,100,20,300,42,0
10,1,20,40,0.55,100,20,300,46.5,0
10,2,20,40,0.55,100,20,300,42.4,0
10,3,20,40,0.55,100,20,300,45.2,0
10,4,20,40,0.55,100,20,300,46.3,0
10,5,20,40,0.55,100,20,300,43.1,0
10,6,20,40,0.55,100,20,300,44.3,0
10,7,20,40,0.55,100,20,300,44,0
10,8,20,40,0.55,100,20,300,41.3,0
10,9,20,40,0.55,100,20,300,43.1,0
10,10,20,40,0.55,100,20,300,41.7,0
10,11,20,40,0.55,100,20,300,45.1,0
10,12,20,40,0.55,100,20,300,43.2,0
10,13,20,40,0.55,100,20,300,43.1,0
10,14,20,40,0.55,100,20,300,41.6,0
10,15,20,40,0.55,100,20,300,41,0
10,16,20,40,0.55,100,20,300,41.2,0
10,17,20,40,0.55,100,20,300,41.8,0
10,18,20,40,0.55,100,20,300,40.8,0
10,19,20,40,0.55,100,20,300,41.1,0
10,20,20,40,0.55,100,20,300,45.2,0
10,21,20,40,0.55,100,20,300,41.1,0
10,22,20,40,0.55,100,20,300,45.7,0
10,23,20,40,0.55,100,20,300,43,0
10,24,20,40,0.55,100,20,300,40.7,0
10,25,20,40,0.55,100,20,300,43.6,0
11,1,30,40,0.55,100,20,300,40.3,0
11,2,30,40,0.55,100,20,300,45.2,0
11,3,30,40,0.55,100,20,300,42.9,0
11,4,30,40,0.55,100,20,300,39.7,0
11,5,30,40,0.55,100,20,300,49.2,0
11,6,30,40,0.55,100,20,300,41.1,0
11,7,30,40,0.55,100,20,300,42.6,0
11,8,30,40,0.55,100,20,300,40.2,0
11,9,30,40,0.55,100,20,300,43.5,0
11,10,30,40,0.55,100,20,300,46.8,0
11,11,30,40,0.55,100,20,300,41.8,0
11,12,30,40,0.55,100,20,300,41.1,0
11,13,30,40,0.55,100,20,300,44.6,0
11,14,30,40,0.55,100,20,300,45,0
11,15,30,40,0.55,100,20,300,47.3,0
11,16,30,40,0.55,100,20,300,41.6,0
11,17,30,40,0.55,100,20,300,42.3,0
11,18,30,40,0.55,100,20,300,59.4,0
11,19,30,40,0.55,100,20,300,43.4,0
11,20,30,40,0.55,100,20,300,42.9,0
11,21,30,40,0.55,100,20,300,41.9,0
11,22,30,40,0.55,100,20,300,43.2,0
11,23,30,40,0.55,100,20,300,49.2,0
11,24,30,40,0.55,100,20,300,45,0
11,25,30,40,0.55,100,20,300,46.7,0
12,1,40,40,0.55,100,20,300,44.6,0
12,2,40,40,0.55,100,20,300,45.2,0
12,3,40,40,0.55,100,20,300,45.4,0
12,4,40,40,0.55,100,20,300,41.9,0
12,5,40,40,0.55,100,20,300,50.2,0
12,6,40,40,0.55,100,20,300,46.1,0
12,7,40,40,0.55,100,20,300,44.9,0
12,8,40,40,0.55,100,20,300,46.5,0
12,9,40,40,0.55,100,20,300,41.3,0
12,10,40,40,0.55,100,20,300,47.3,0
12,11,40,40,0.55,100,20,300,42.8,0
12,12,40,40,0.55,100,20,300,45.7,0
12,13,40,40,0.55,100,20,300,48.5,0
12,14,40,40,0.55,100,20,300,46.6,0
12,15,40,40,0.55,100,20,300,56.3,1
12,16,40,40,0.55,100,20,300,47.3,0
12,17,40,40,0.55,100,20,300,59,0
12,18,40,40,0.55,100,20,300,63,1
12,19,40,40,0.55,100,20,300,50,0
12,20,40,40,0.55,100,20,300,55.4,1
12,21,40,40,0.55,100,20,300,43.4,0
12,22,40,40,0.55,100,20,300,52.9,0
12,23,40,40,0.55,100,20,300,40.9,0
12,24,40,40,0.55,100,20,300,45.8,0
12,25,40,40,0.55,100,20,300,40.4,0
13,1,50,40,0.55,100,20,300,58.6,1
13,2,50,40,0.55,100,20,300,46.5,0
13,3,50,40,0.55,100,20,300,53.6,1
13,4,50,40,0.55,100,20,300,57.4,0
13,5,50,40,0.55,100,20,300,61.6,0
13,6,50,40,0.55,100,20,300,54,0
13,7,50,40,0.55,100,20,300,58.5,1
13,8,50,40,0.55,100,20,300,40.5,0
13,9,50,40,0.55,100,20,300,49.4,0
13,10,50,40,0.55,100,20,300,48.4,1
13,11,50,40,0.55,100,20,300,47.6,0
13,12,50,40,0.55,100,20,300,51.8,1
13,13,50,40,0.55,100,20,300,50.6,1
13,14,50,40,0.55,100,20,300,50.9,0
13,15,50,40,0.55,100,20,300,50,0
13,16,50,40,0.55,100,20,300,49.1,0
13,17,50,40,0.55,100,20,300,61,1
13,18,50,40,0.55,100,20,300,48.6,1
13,19,50,40,0.55,100,20,300,60.3,1
13,20,50,40,0.55,100,20,300,54.3,1
13,21,50,40,0.55,100,20,300,50.5,1
13,22,50,40,0.55,100,20,300,58.5,0
13,23,50,40,0.55,100,20,300,44.9,0
13,24,50,40,0.55,100,20,300,42.2,0
13,25,50,40,0.55,100,20,300,48.6,1
14,1,60,40,0.55,100,20,300,53.9,0
14,2,60,40,0.55,100,20,300,43.1,0
14,3,60,40,0.55,100,20,300,51.2,1
14,4,60,40,0.55,100,20,300,53.4,0
14,5,60,40,0.55,100,20,300,49.8,1
14,6,60,40,0.55,100,20,300,47.8,0
14,7,60,40,0.55,100,20,300,51.9,1
14,8,60,40,0.55,100,20,300,50,1
14,9,60,40,0.55,100,20,300,52.5,1
14,10,60,40,0.55,100,20,300,43.9,0
14,11,60,40,0.55,100,20,300,55.9,1
14,12,60,40,0.55,100,20,300,46.7,0
14,13,60,40,0.55,100,20,300,59,0
14,14,60,40,0.55,100,20,300,52.5,1
14,15,60,40,0.55,100,20,300,60.7,1
14,16,60,40,0.55,100,20,300,54.4,0
14,17,60,40,0.55,100,20,300,49.7,1
14,18,60,40,0.55,100,20,300,55.1,1
14,19,60,40,0.55,100,20,300,58.3,1
14,20,60,40,0.55,100,20,300,67.6,1
14,21,60,40,0.55,100,20,300,57.1,1
14,22,60,40,0.55,100,20,300,49.5,1
14,23,60,40,0.55,100,20,300,51.1,1
14,24,60,40,0.55,100,20,300,46.7,0
14,25,60,40,0.55,100,20,300,50.7,1
15,1,70,40,0.55,100,20,300,48.2,0
15,2,70,40,0.55,100,20,300,43.4,0
15,3,70,40,0.55,100,20,300,46.6,1
15,4,70,40,0.55,100,20,300,57.9,0
15,5,70,40,0.55,100,20,300,63.6,1
15,6,70,40,0.55,100,20,300,52.4,1
15,7,70,40,0.55,100,20,300,45.9,0
15,8,70,40,0.55,100,20,300,50,1
15,9,70,40,0.55,100,20,300,47,1
15,10,70,40,0.55,100,20,300,48.3,1
15,11,70,40,0.55,100,20,300,52.6,1
15,12,70,40,0.55,100,20,300,55.1,1
15,13,70,40,0.55,100,20,300,50.3,1
15,14,70,40,0.55,100,20,300,49.1,1
15,15,70,40,0.55,100,20,300,51.5,1
15,16,70,40,0.55,100,20,300,49.2,1
15,17,70,40,0.55,100,20,300,70.6,0
15,18,70,40,0.55,100,20,300,51.6,1
15,19,70,40,0.55,100,20,300,58.9,1
15,20,70,40,0.55,100,20,300,55.9,1
15,21,70,40,0.55,100,20,300,55.4,1
15,22,70,40,0.55,100,20,300,45.9,0
15,23,70,40,0.55,100,20,300,50.6,0
15,24,70,40,0.55,100,20,300,57.6,0
15,25,70,40,0.55,100,20,300,52.1,1
16,1,80,40,0.55,100,20,300,47.2,1
16,2,80,40,0.55,100,20,300,47.3,0
16,3,80,40,0.55,100,20,300,45.7,1
16,4,80,40,0.55,100,20,300,51.1,1
16,5,80,40,0.55,100,20,300,47.5,1
16,6,80,40,0.55,100,20,300,52.3,1
16,7,80,40,0.55,100,20,300,49.2,1
16,8,80,40,0.55,100,20,300,46.2,1
16,9,80,40,0.55,100,20,300,50.6,1
16,10,80,40,0.55,100,20,300,55.3,1
16,11,80,40,0.55,100,20,300,48.7,1
16,12,80,40,0.55,100,20,300,56.2,0
16,13,80,40,0.55,100,20,300,49.9,1
16,14,80,40,0.55,100,20,300,50.4,1
16,15,80,40,0.55,100,20,300,51.4,1
16,16,80,40,0.55,100,20,300,45.7,1
16,17,80,40,0.55,100,20,300,42.6,1
16,18,80,40,0.55,100,20,300,49.4,1
16,19,80,40,0.55,100,20,300,52.1,1
16,20,80,40,0.55,100,20,300,47.2,1
16,21,80,40,0.55,100,20,300,51.1,1
16,22,80,40,0.55,100,20,300,48.6,0
16,23,80,40,0.55,100,20,300,46,1
16,24,80,40,0.55,100,20,300,52.6,1
16,25,80,40,0.55,100,20,300,58.7,1
17,1,10,40,0.6,100,20,300,41.1,0
17,2,10,40,0.6,100,20,300,43.8,0
17,3,10,40,0.6,100,20,300,44.2,0
17,4,10,40,0.6,100,20,300,44.8,0
17,5,10,40,0.6,100,20,300,40.6,0
17,6,10,40,0.6,100,20,300,41.7,0
17,7,10,40,0.6,100,20,300,43.8,0
17,8,10,40,0.6,100,20,300,43.1,0
17,9,10,40,0.6,100,20,300,40.5,0
17,10,10,40,0.6,100,20,300,44.4,0
17,11,10,40,0.6,100,20,300,40.4,0
17,12,10,40,0.6,100,20,300,44.2,0
17,13,10,40,0.6,100,20,300,42.9,0
17,14,10,40,0.6,100,20,300,40.7,0
17,15,10,40,0.6,100,20,300,43.9,0
17,16,10,40,0.6,100,20,300,40.2,0
17,17,10,40,0.6,100,20,300,43.5,0
17,18,10,40,0.6,100,20,300,44.2,0
17,19,10,40,0.6,100,20,300,41.6,0
17,20,10,40,0.6,100,20,300,43.4,0
17,21,10,40,0.6,100,20,300,39.6,0
17,22,10,40,0.6,100,20,300,41.5,0
17,23,10,40,0.6,100,20,300,40.1,0
17,24,10,40,0.6,100,20,300,42.4,0
17,25,10,40,0.6,100,20,300,41.4,0
18,1,20,40,0.6,100,20,300,54.3,0
18,2,20,40,0.6,100,20,300,46.1,0
18,3,20,40,0.6,100,20,300,43.3,0
18,4,20,40,0.6,100,20,300,40.8,0
18,5,20,40,0.6,100,20,300,41.6,0
18,6,20,40,0.6,100,20,300,42.8,0
18,7,20,40,0.6,100,20,300,47.3,0
18,8,20,40,0.6,100,20,300,41.8,0
18,9,20,40,0.6,100,20,300,43.2,0
18,10,20,40,0.6,100,20,300,41.9,0
18,11,20,40,0.6,100,20,300,43.8,0
18,12,20,40,0.6,100,20,300,43.3,0
18,13,20,40,0.6,100,20,300,39.6,0
18,14,20,40,0.6,100,20,300,45.6,0
18,15,20,40,0.6,100,20,300,41.1,0
18,16,20,40,0.6,100,20,300,41.7,0
18,17,20,40,0.6,100,20,300,43.7,0
18,18,20,40,0.6,100,20,300,42.1,0
18,19,20,40,0.6,100,20,300,48.9,0
18,20,20,40,0.6,100,20,300,41.2,0
18,21,20,40,0.6,100,20,300,43.9,0
18,22,20,40,0.6,100,20,300,43.9,0
18,23,20,40,0.6,100,20,300,43.3,0
18,24,20,40,0.6,100,20,300,45.9,0
18,25,20,40,0.6,100,20,300,46.7,0
19,1,30,40,0.6,100,20,300,48.5,0
19,2,30,40,0.6,100,20,300,40.4,0
19,3,30,40,0.6,100,20,300,40.5,0
19,4,30,40,0.6,100,20,300,44.9,0
19,5,30,40,0.6,100,20,300,39.8,0
19,6,30,40,0.6,100,20,300,41,0
19,7,30,40,0.6,100,20,300,51.4,0
19,8,30,40,0.6,100,20,300,43.2,0
19,9,30,40,0.6,100,20,300,44.5,0
19,10,30,40,0.6,100,20,300,43.3,0
19,11,30,40,0.6,100,20,300,41.6,0
19,12,30,40,0.6,100,20,300,49.8,0
19,13,30,40,0.6,100,20,300,44.7,0
19,14,30,40,0.6,100,20,300,46.1,0
19,15,30,40,0.6,100,20,300,40.5,0
19,16,30,40,0.6,100,20,300,43.7,0
19,17,30,40,0.6,100,20,300,41.9,0
19,18,30,40,0.6,100,20,300,45.4,0
19,19,30,40,0.6,100,20,300,40.9,0
19,20,30,40,0.6,100,20,300,43.5,0
19,21,30,40,0.6,100,20,300,49.4,0
19,22,30,40,0.6,100,20,300,44.5,0
19,23,30,40,0.6,100,20,300,46.1,0
19,24,30,40,0.6,100,20,300,46.5,0
19,25,30,40,0.6,100,20,300,44.1,0
20,1,40,40,0.6,100,20,300,60.6,1
20,2,40,40,0.6,100,20,300,44.1,0
20,3,40,40,0.6,100,20,300,64.7,1
20,4,40,40,0.6,100,20,300,44.5,0
20,5,40,40,0.6,100,20,300,48.4,0
20,6,40,40,0.6,100,20,300,57.3,1
20,7,40,40,0.6,100,20,300,41.1,0
20,8,40,40,0.6,100,20,300,66.2,0
20,9,40,40,0.6,100,20,300,43.9,0
20,10,40,40,0.6,100,20,300,39.4,0
20,11,40,40,0.6,100,20,300,44.6,0
20,12,40,40,0.6,100,20,300,50.1,0
20,13,40,40,0.6,100,20,300,51.9,0
20,14,40,40,0.6,100,20,300,48.7,0
20,15,40,40,0.6,100,20,300,43.7,0
20,16,40,40,0.6,100,20,300,50.3,0
20,17,40,40,0.6,100,20,300,53.3,0
20,18,40,40,0.6,100,20,300,54.8,1
20,19,40,40,0.6,100,20,300,49.9,0
20,20,40,40,0.6,100,20,300,40.2,0
20,21,40,40,0.6,100,20,300,41.2,0
20,22,40,40,0.6,100,20,300,46.2,0
20,23,40,40,0.6,100,20,300,45.9,0
20,24,40,40,0.6,100,20,300,48.1,0
20,25,40,40,0.6,100,20,300,52.1,0
21,1,50,40,0.6,100,20,300,54.3,1
21,2,50,40,0.6,100,20,300,46.5,0
21,3,50,40,0.6,100,20,300,47,0
21,4,50,40,0.6,100,20,300,50.5,1
21,5,50,40,0.6,100,20,300,55,1
21,6,50,40,0.6,100,20,300,58.6,1
21,7,50,40,0.6,100,20,300,55,1
21,8,50,40,0.6,100,20,300,47.7,1
21,9,50,40,0.6,100,20,300,64.3,0
21,10,50,40,0.6,100,20,300,63.4,1
21,11,50,40,0.6,100,20,300,54.7,0
21,12,50,40,0.6,100,20,300,56,0
21,13,50,40,0.6,100,20,300,50.8,1
21,14,50,40,0.6,100,20,300,44.6,0
21,15,50,40,0.6,100,20,300,57.3,1
21,16,50,40,0.6,100,20,300,44.6,0
21,17,50,40,0.6,100,20,300,50.5,1
21,18,50,40,0.6,100,20,300,47.7,0
21,19,50,40,0.6,100,20,300,52.3,0
21,20,50,40,0.6,100,20,300,47.5,1
21,21,50,40,0.6,100,20,300,44.1,0
21,22,50,40,0.6,100,20,300,44.3,0
21,23,50,40,0.6,100,20,300,56.5,1
21,24,50,40,0.6,100,20,300,45.7,0
21,25,50,40,0.6,100,20,300,47.2,0
22,1,60,40,0.6,100,20,300,49.3,1
22,2,60,40,0.6,100,20,300,56.6,0
22,3,60,40,0.6,100,20,300,47.4,0
22,4,60,40,0.6,100,20,300,53.6,1
22,5,60,40,0.6,100,20,300,58.3,1
22,6,60,40,0.6,100,20,300,50.3,1
22,7,60,40,0.6,100,20,300,55.9,0
22,8,60,40,0.6,100,20,300,43.3,0
22,9,60,40,0.6,100,20,300,56.9,1
22,10,60,40,0.6,100,20,300,46.6,0
22,11,60,40,0.6,100,20,300,48.5,1
22,12,60,40,0.6,100,20,300,57.9,0
22,13,60,40,0.6,100,20,300,47.3,1
22,14,60,40,0.6,100,20,300,65.3,1
22,15,60,40,0.6,100,20,300,53.9,1
22,16,60,40,0.6,100,20,300,53.9,1
22,17,60,40,0.6,100,20,300,51.8,0
22,18,60,40,0.6,100,20,300,51.3,1
22,19,60,40,0.6,100,20,300,61.9,1
22,20,60,40,0.6,100,20,300,61.3,1
22,21,60,40,0.6,100,20,300,46.5,0
22,22,60,40,0.6,100,20,300,48.3,0
22,23,60,40,0.6,100,20,300,48.4,1
22,24,60,40,0.6,100,20,300,60.8,1
22,25,60,40,0.6,100,20,300,52.3,1
23,1,70,40,0.6,100,20,300,46.2,1
23,2,70,40,0.6,100,20,300,59.2,1
23,3,70,40,0.6,100,20,300,55.9,1
23,4,70,40,0.6,100,20,300,46.8,1
23,5,70,40,0.6,100,20,300,47.4,1
23,6,70,40,0.6,100,20,300,51,1
23,7,70,40,0.6,100,20,300,51.2,1
23,8,70,40,0.6,100,20,300,53.8,1
23,9,70,40,0.6,100,20,300,51.5,1
23,10,70,40,0.6,100,20,300,59,1
23,11,70,40,0.6,100,20,300,49.4,1
23,12,70,40,0.6,100,20,300,50.8,1
23,13,70,40,0.6,100,20,300,55,1
23,14,70,40,0.6,100,20,300,47.4,1
23,15,70,40,0.6,100,20,300,49.6,1
23,16,70,40,0.6,100,20,300,48.5,1
23,17,70,40,0.6,100,20,300,49.5,1
23,18,70,40,0.6,100,20,300,54.8,1
23,19,70,40,0.6,100,20,300,54,0
23,20,70,40,0.6,100,20,300,48.3,1
23,21,70,40,0.6,100,20,300,48.4,1
23,22,70,40,0.6,100,20,300,47.9,0
23,23,70,40,0.6,100,20,300,53.7,1
23,24,70,40,0.6,100,20,300,53.4,1
23,25,70,40,0.6,100,20,300,50.5,1
24,1,80,40,0.6,100,20,300,52.7,1
24,2,80,40,0.6,100,20,300,47.7,1
24,3,80,40,0.6,100,20,300,46.6,1
24,4,80,40,0.6,100,20,300,48.4,1
